iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
182	-0.673547	1.25784	-0.0987143	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.31943	-0.176785	1.17393	-0.767042	1.25324	-0.624149	1.05243	-0.365401	1.12655	-0.651187	1.40934	-1.91888	1.45939	-1.411373e+02	-4.102136e+03	-4.243274e+03
183	-0.673547	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.31943	-0.194057	1.17393	-0.767042	1.25324	-0.624149	1.00852	-0.365401	1.12655	-0.651187	1.40934	-1.01517	1.45939	-6.891087e+01	-1.941080e+03	-2.009991e+03
184	-0.673547	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.32011	-0.194057	1.17393	-0.767042	1.25324	-0.467199	1.00852	-0.365401	1.12655	-0.372801	1.40934	-1.01517	1.45939	-7.541632e+01	-1.787960e+03	-1.863376e+03
185	-0.673547	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.32321	-0.194057	1.17393	-0.709577	1.25324	-0.467199	1.00852	-0.579069	1.12655	-0.372801	1.40934	-0.854107	1.45939	-6.654261e+01	-1.723976e+03	-1.790518e+03
186	-0.673547	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.32321	-0.194057	1.17393	-0.709577	1.25324	-0.368582	0.994758	-0.579069	1.12655	-0.372801	1.40934	-0.854107	1.35448	-6.876091e+01	-1.431002e+03	-1.499763e+03
187	-0.673547	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.32661	-0.194057	1.17393	-0.620682	1.25324	-0.368582	0.97996	-0.555151	1.12655	-0.372801	1.40934	-0.854107	1.35448	-6.919608e+01	-1.358817e+03	-1.428013e+03
188	-0.673547	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.32661	-0.194057	1.17393	-0.620682	1.25324	-0.368582	0.97996	-0.555151	1.12655	-0.372801	1.40934	-0.408203	1.35448	-7.108638e+01	-9.333490e+02	-1.004435e+03
189	-0.673547	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.32661	-0.194057	1.17393	-0.620682	1.25324	-0.368582	0.97996	-0.555151	1.12655	-0.372801	1.37532	-0.408203	1.35448	-7.097196e+01	-7.772747e+02	-8.482467e+02
190	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13105	0.00908805	1.32661	-0.194057	1.17393	-0.620682	1.25324	-0.368582	0.97996	-0.555151	1.12655	-0.372801	1.37532	-0.408203	1.35448	-1.688906e+01	-7.753931e+02	-7.922822e+02
191	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13105	0.00908805	1.32661	-0.194057	1.17393	-0.620682	1.25324	-0.14349	0.97996	-0.555151	1.12655	-0.259881	1.34647	-0.408203	1.35448	-1.285409e+01	-7.048900e+02	-7.177441e+02
192	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13105	0.00908805	1.32661	-0.194057	1.17393	-0.620682	1.25324	-0.14349	0.97996	-0.555151	1.12655	-0.0953898	1.34647	-0.408203	1.35448	-1.254767e+01	-6.876534e+02	-7.002010e+02
193	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13105	0.0552784	1.32661	-0.180854	1.17393	-0.567323	1.25324	-0.14349	0.966926	-0.555151	1.12655	-0.0953898	1.34647	-0.408203	1.35448	-1.116482e+01	-6.243220e+02	-6.354868e+02
194	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13413	0.0552784	1.32661	-0.180854	1.17393	-0.567323	1.25324	-0.14349	0.966926	-0.555151	1.12655	-0.0953898	1.34647	-0.408203	1.34946	-1.114337e+01	-6.064576e+02	-6.176010e+02
195	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13413	0.0552784	1.32184	-0.19661	1.1643	-0.567323	1.25324	-0.14349	0.966926	-0.555151	1.12655	-0.0953898	1.34647	-0.408203	1.34946	-1.120364e+01	-5.908686e+02	-6.020722e+02
196	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13413	0.0552784	1.3093	-0.19661	1.1643	-0.567323	1.25324	-0.14349	0.966926	-0.555151	1.12655	-0.0953898	1.34647	-0.408203	1.34946	-1.118556e+01	-5.877061e+02	-5.988916e+02
197	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13413	0.0552784	1.3093	-0.19661	1.1643	-0.567323	1.25324	-0.14349	0.966926	-0.518184	1.12655	-0.0953898	1.34647	-0.408203	1.34946	-9.789464e+00	-5.789782e+02	-5.887677e+02
198	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13413	0.0552784	1.3093	-0.184834	1.1643	-0.567323	1.25324	-0.14349	0.966926	-0.518184	1.12655	-0.0953898	1.34647	-0.408203	1.33323	-9.718245e+00	-5.420648e+02	-5.517831e+02
199	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13413	0.0790958	1.31525	-0.184834	1.1643	-0.567323	1.25324	-0.194283	0.966926	-0.518184	1.12655	-0.0953898	1.34647	-0.408203	1.33323	-1.031526e+01	-5.315384e+02	-5.418536e+02
200	-0.159007	1.25784	-0.0974151	1.1687	-0.252983	1.49815	-0.24292	1.13413	0.0790958	1.31525	-0.153596	1.1643	-0.567323	1.25324	-0.194283	0.966926	-0.518184	1.12655	-0.0953898	1.31566	-0.408203	1.33323	-1.022697e+01	-4.882115e+02	-4.984385e+02
